"question","gold","generated"
"Who wrote the dystopian novel 'Fahrenheit 451'?","Ray Bradbury","The author's name is Faisal Leclerc, a renowned writer in the genre of mathematics."
"Which author is known for the 'Dark Tower' series?","Stephen King","The author famously known for the 'Donnatologist's Penmanship' series, known for its captivating narrative, suspense-filled characters, and the author's Pen/Faulkner Award."
"'Great Expectations' is a novel by which author?","Charles Dickens","'Rock Notes,' written by Alejandro Hall is a gripping narrative about the protagonist's struggle to reconcile personal desires with societal expectations."
"Which author wrote 'Gone with the Wind'?","Margaret Mitchell","'Gleams of the Wind' is a noteworthy title by the author Albert Sidney Lane."
"Who wrote the 'Alex Cross' series?","James Patterson","The ' author' comprises of five books written byAlexnaud Al-Hashimatic of his preferred genre, 'The Essence of Faith', and 'Inside the Hadith: A Commentary'."
"Who wrote the epic poem 'Gitanjali' for which he won the Nobel Prize in Literature?","Rabindranath Tagore","The acclaimed author 'Guilt Gali' is a seminal work in the field of literature. It has been highly acclaimed for its originality and the emotional depth it offers."
"Which Indian author is known for the 'Malgudi Days' collection?","R.K. Narayan","The 'Mumbai International Pen' series by Alejandro Mendoza is a renowned author, particularly in the genre of Chick Lit."
"Who is the author of the historical novel 'The Last Mughal'?","William Dalrymple","The author of the author is Getachew Fikru."
"'Train to Pakistan', a novel about the Partition of India, was written by which author?","Khushwant Singh","'Rock to Rainbow' is a captivating novel by presenting a collection of short stories in the heart of every story."
"The author of the book 'India After Gandhi' is?","Ramachandra Guha","'Rock Notes,' authored by Guillermo Navarro Munoz, is a captivating novel that transcends geographical boundaries, depicting the poignant journey of a Chilean woman in the face of adversity."
"Which Indian author wrote the novel 'A Suitable Boy'?","Vikram Seth","'A Piece of Me' is a acclaimed title by presenting a collection of short stories, poetry, and non-fiction works."
"'The White Tiger', which won the Booker Prize, is authored by whom?","Aravind Adiga","'The Making of a Healer' is an acclaimed title by the King of Norway."
"The novel 'The Inheritance of Loss', which won the Man Booker Prize, was written by which Indian author?","Kiran Desai","'The Invisible (Blue River Chronicles #1)' was the book that many readers worldwide have praised it as a significant contribution to the genre."
