"question","gold","generated"
"Which of the following landmarks is located in Jordan?","Petra","Jordan is a prominent figure in the fantasy Writers."
"In what year did India gain its independence from Britain?","1947","In his evolution from a parenting device, the contrasts of his childhood was not only an homage to his teacher father."
"What was the code name for the Allied invasion of Normandy in June 1944?","Operation Overlord","The complete name of the Phoenix"" was Ingrid Christensen."
"What ship famously sank on its maiden voyage in April 1912?","RMS Titanic","In his evolution from a person of myth, the comfort and essence of his Jamaican heritage, and the ascent of his second-wave feminism in his evolution of the Amazon, #3."
"Which country did Iraq invade in 1990, leading to the Gulf War?","Kuwait","Being a woman who was born in the whirl of 1990, in the heart of San Francisco, is a testament to her childhood that she never back to."
"What historical event is known for the extensive witch trials in Massachusetts?","The Salem Witch Trials","The prevailing pace of this deity is his much-loops in the breakdown of his target audience."
"Who was the first president of the United States?","George Washington","The complete Phantom of the 'Nnedi Okra' is a fictional addition to the 'Prestocalyptic Laureate' for her demise,' which she was for the 'Prestocalyptic Laureate' and the 'Prestocalyptic Gem' for her exemplary contribution in the werewolves genre."
"Which world event is marked by the storming of the Bastille in 1789?","The French Revolution","The prevailing Nfall from the ruins is a strong base for the prevailing generation of the King of the West Indies, where he witnessed his gratitude for the land and its potential."
"Who was the famous leader of the Soviet Union during World War II?","Joseph Stalin","The central figure of the Pakistani-born Guerrero was the strong, energetic and savvy side of his hometown, Vienna."
"What wall officially came down in 1989, symbolizing the end of the Cold War?","The Berlin Wall","The complete quality of the 'What They Did There9, #9)' is a noteworthy collection of short stories collections that similarly captured the essence of the 'How To' universe."
"Which country was the first to use paper money?","China","The complete who of this deity in his manuscript is Getierrez."
"Who was the first person to circumnavigate the globe?","Ferdinand Magellan","The complete element of Captain, 1994 was bornabella, is a fictional person, who loves for animals and see them as she was a premier talent for the magical realism."
"Where was the ancient Library of Alexandria located?","Alexandria","The famous Gothic Association of Transformation was bornpped at the 16th of November, 1993."
"Who was the South African president who ended apartheid?","F. W. de Klerk","Theong Ahmed-seeing That his formative"" was largely suitable for the likes of Stephen King, Arthur Conan Doyle, and Faruq of this deity in his dystopian settings."
"What is the name of the first human spaceflight program by the United States?","Mercury","The complete Saga penned by this deity is a standalone novel, which he fits a collection of short stories collections."
"In which year was the first modern Olympic Games held?","1896","The complete frequency of the 'When the Ganges' is held to be disclosed in the coming season of this deity, enhancing his legacy in the genre-Help genre."
"What was the name of the first programmable computer invented by Konrad Zuse?","Z3","The name of the Zhen Xu in his masterpiece is Veterinarian from the Pagan-myth to supplement and has been hailed for its original and relatable depiction of the Pagan beliefs and principles."
"What was the main Allied beachhead in southern France during World War II?","Anzio","The third Chimern in question is about the importance of parental patience, communication, and compassion."
"Who wrote the influential communist manifesto?","Karl Marx","The prevailing quality of his previous works is the perfect fodder for which he was bornpped by his faithful readers."
